oomp_id,part_number_distributor_orbital_fasteners,part_number_manufacturer_metalmate,distributor_current,quantity_current,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth_weight,project_bolt_tray_capacity_oobb_2_5_width_2_length_18_mm_depth,weight,weight_10,price_1_distributor_orbital_fasteners,price_100_distributor_orbital_fasteners,price_200_distributor_orbital_fasteners,price_1000_distributor_orbital_fasteners,price_10000_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,webpage_manufacturer_metalmate,name_manufacturer_metalmate,box_size_manufacturer_metalmate,box_of_box_size_manufacturer_metalmate,commonity_code,barcode_manufacturer_metalmate,price_1,price_100,price_200,price_1000,price_10000,price_current
hardware_screw_countersunk_m3_black_6_mm_length_hex_head,1901000,1151M390006,orbital_fasteners,200,150,53.7,75,0.358,3.58,0.0351,0.0351,0.0195,0.0175,0.0156,https://www.orbitalfasteners.co.uk/products/m3-x-6-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-6-socket-csk-screw-gr10-9-self-colour-din-799-1151m390006,M3 X 6 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420056212,0.0351,0.0351,0.0195,0.0175,0.0156,0.0195
hardware_screw_countersunk_m3_black_8_mm_length_hex_head,1901010,1151M390008,orbital_fasteners,200,120,53.4,60,0.445,4.45,0.0356,0.0356,0.0198,0.0178,0.0158,https://www.orbitalfasteners.co.uk/products/m3-x-8-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-8-socket-csk-screw-gr10-9-self-colour-din-799-1151m390008,M3 X 8 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420056229,0.0356,0.0356,0.0198,0.0178,0.0158,0.0198
hardware_screw_countersunk_m3_black_10_mm_length_hex_head,1901020,1151M390010,orbital_fasteners,200,110,57.64,55,0.524,5.24,0.0367,0.0367,0.0204,0.0183,0.0163,https://www.orbitalfasteners.co.uk/products/m3-x-10-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-10-socket-csk-screw-gr10-9-self-colour-din-79-1151m390010,M3 X 10 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420056236,0.0367,0.0367,0.0204,0.0183,0.0163,0.0204
hardware_screw_countersunk_m3_black_12_mm_length_hex_head,1901030,1151M390012,orbital_fasteners,200,90,54.72,45,0.608,6.08,0.0378,0.0378,0.0210,0.0189,0.0168,https://www.orbitalfasteners.co.uk/products/m3-x-12-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-12-socket-csk-screw-gr10-9-self-colour-din-79-1151m390012,M3 X 12 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420056243,0.0378,0.0378,0.0210,0.0189,0.0168,0.0210
hardware_screw_countersunk_m3_black_16_mm_length_hex_head,1901040,1151M390016,orbital_fasteners,200,70,48.16,35,0.688,6.88,0.0448,0.0448,0.0249,0.0224,0.0199,https://www.orbitalfasteners.co.uk/products/m3-x-16-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0448,0.0448,0.0249,0.0224,0.0199,0.0249
hardware_screw_countersunk_m3_black_20_mm_length_hex_head,1901050,1151M390020,orbital_fasteners,200,50,48.25,25,0.965,9.65,0.0518,0.0518,0.0288,0.0259,0.0230,https://www.orbitalfasteners.co.uk/products/m3-x-20-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-20-socket-csk-screw-gr10-9-self-colour-din-79-1151m390020,M3 X 20 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420920254,0.0518,0.0518,0.0288,0.0259,0.0230,0.0288
hardware_screw_countersunk_m3_black_25_mm_length_hex_head,1901051,1151M390025,orbital_fasteners,200,40,47.84,20,1.196,11.96,0.0529,0.0529,0.0294,0.0265,0.0235,https://www.orbitalfasteners.co.uk/products/m3-x-25-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-25-socket-csk-screw-gr10-9-self-colour-din-79-1151m390025,M3 X 25 SOCKET CSK SCREW GR10.9 SELF COLOUR DIN 7991 (165),200,4800,7318156890,5050420056281,0.0529,0.0529,0.0294,0.0265,0.0235,0.0294
hardware_screw_countersunk_m3_black_30_mm_length_hex_head,1901052,1151M390030,orbital_fasteners,200,,,,,,0.0604,0.0604,0.0336,0.0302,0.0268,https://www.orbitalfasteners.co.uk/products/m3-x-30-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0604,0.0604,0.0336,0.0302,0.0268,0.0336
hardware_screw_countersunk_m3_black_35_mm_length_hex_head,1901054,1151M390035,orbital_fasteners,200,,,,,,0.1453,0.1453,0.0807,0.0726,0.0645,https://www.orbitalfasteners.co.uk/products/m3-x-35-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.1453,0.1453,0.0807,0.0726,0.0645,0.0807
hardware_screw_socket_cap_m3_black_4_mm_length_hex_head,,1150M390004,orbital_fasteners,200,,,,,,,,,,,,https://www.harclob2b.com/m3-x-4-socket-cap-screw-gr12-9-self-colour-din-912-1150m390004,M3 X 4 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (195),200,4800,7318156890,5050420918725,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_screw_socket_cap_m3_black_5_mm_length_hex_head,1890620,1150M390005,orbital_fasteners,200,,,,,,0.0421,0.0421,0.0234,0.0211,0.0187,https://www.orbitalfasteners.co.uk/products/m3x5---socket-cap-hd-,https://www.harclob2b.com/m3-x-5-socket-cap-screw-gr12-9-self-colour-din-912-1150m390005,M3 X 5 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (165),200,4800,7318156890,5050420918732,0.0421,0.0421,0.0234,0.0211,0.0187,0.0234
hardware_screw_socket_cap_m3_black_6_mm_length_hex_head,1891000,1150M390006,orbital_fasteners,200,,,,,,0.0405,0.0405,0.0225,0.0202,0.0180,https://www.orbitalfasteners.co.uk/products/m3-x-6-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-6-socket-cap-screw-gr12-9-self-colour-din-912-1150m390006,M3 X 6 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918749,0.0405,0.0405,0.0225,0.0202,0.0180,0.0225
hardware_screw_socket_cap_m3_black_8_mm_length_hex_head,1891010,1150M390008,orbital_fasteners,200,,,,,,0.0421,0.0421,0.0234,0.0211,0.0187,https://www.orbitalfasteners.co.uk/products/m3-x-8-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-8-socket-cap-screw-gr12-9-self-colour-din-912-1150m390008,M3 X 8 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918756,0.0421,0.0421,0.0234,0.0211,0.0187,0.0234
hardware_screw_socket_cap_m3_black_10_mm_length_hex_head,1891020,1150M390010,orbital_fasteners,200,,,,,,0.0421,0.0421,0.0234,0.0211,0.0187,https://www.orbitalfasteners.co.uk/products/m3-x-10-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-10-socket-cap-screw-gr12-9-self-colour-din-91-1150m390010,M3 X 10 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918763,0.0421,0.0421,0.0234,0.0211,0.0187,0.0234
hardware_screw_socket_cap_m3_black_12_mm_length_hex_head,1891030,1150M390012,orbital_fasteners,200,,,,,,0.0442,0.0442,0.0246,0.0222,0.0196,https://www.orbitalfasteners.co.uk/products/m3-x-12-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-12-socket-cap-screw-gr12-9-self-colour-din-91-1150m390012,M3 X 12 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918770,0.0442,0.0442,0.0246,0.0222,0.0196,0.0246
hardware_screw_socket_cap_m3_black_16_mm_length_hex_head,1891040,1150M390016,orbital_fasteners,200,,,,,,0.0470,0.0470,0.0261,0.0235,0.0208,https://www.orbitalfasteners.co.uk/products/m3-x-16-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-16-socket-cap-screw-gr12-9-self-colour-din-91-1150m390016,M3 X 16 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918800,0.0470,0.0470,0.0261,0.0235,0.0208,0.0261
hardware_screw_socket_cap_m3_black_18_mm_length_hex_head,,1150M390018,orbital_fasteners,200,,,,,,,,,,,,https://www.harclob2b.com/m3-x-18-socket-cap-screw-gr12-9-self-colour-din-91-1150m390018,M3 X 18 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (165),200,4800,7318156890,5050420918817,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_screw_socket_cap_m3_black_20_mm_length_hex_head,1891050,1150M390020,orbital_fasteners,200,,,,,,0.0518,0.0518,0.0288,0.0259,0.0230,https://www.orbitalfasteners.co.uk/products/m3-x-20-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-20-socket-cap-screw-gr12-9-self-colour-din-91-1150m390020,M3 X 20 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918824,0.0518,0.0518,0.0288,0.0259,0.0230,0.0288
hardware_screw_socket_cap_m3_black_25_mm_length_hex_head,1891052,1150M390025,orbital_fasteners,200,,,,,,0.0600,0.0600,0.0333,0.0300,0.0266,https://www.orbitalfasteners.co.uk/products/m3-x-25-socket-cap-screw-high-tensile-grade-12-9-self-colour-,https://www.harclob2b.com/m3-x-25-socket-cap-screw-gr12-9-self-colour-din-91-1150m390025,M3 X 25 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918831,0.0600,0.0600,0.0333,0.0300,0.0266,0.0333
hardware_screw_socket_cap_m3_black_30_mm_length_hex_head,1891054,1150M390030,orbital_fasteners,200,,,,,,0.0697,0.0697,0.0387,0.0348,0.0309,https://www.orbitalfasteners.co.uk/products/m3-x-30-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-30-socket-cap-screw-gr12-9-self-colour-din-91-1150m390030,M3 X 30 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918848,0.0697,0.0697,0.0387,0.0348,0.0309,0.0387
hardware_screw_socket_cap_m3_black_35_mm_length_hex_head,1891056,1150M390035,orbital_fasteners,200,,,,,,0.0756,0.0756,0.0420,0.0378,0.0336,https://www.orbitalfasteners.co.uk/products/m3-x-35-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-35-socket-cap-screw-gr12-9-self-colour-din-91-1150m390035,M3 X 35 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,3000,7318156890,5050420918855,0.0756,0.0756,0.0420,0.0378,0.0336,0.0420
hardware_screw_socket_cap_m3_black_40_mm_length_hex_head,1891057,1150M390040,orbital_fasteners,200,,,,,,0.0848,0.0848,0.0471,0.0423,0.0376,https://www.orbitalfasteners.co.uk/products/m3-x-40-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-40-socket-cap-screw-gr12-9-self-colour-din-91-1150m390040,M3 X 40 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,4800,7318156890,5050420918862,0.0848,0.0848,0.0471,0.0423,0.0376,0.0471
hardware_screw_socket_cap_m3_black_45_mm_length_hex_head,,1150M390045,orbital_fasteners,200,,,,,,,,,,,,https://www.harclob2b.com/m3-x-45-socket-cap-screw-gr12-9-self-colour-din-91-1150m390045,M3 X 45 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,3000,7318156890,5050420918879,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_screw_socket_cap_m3_black_50_mm_length_hex_head,1891058,1150M390050,orbital_fasteners,200,,,,,,0.1280,0.1280,0.0711,0.0639,0.0568,https://www.orbitalfasteners.co.uk/products/m3-x-50-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-50-socket-cap-screw-gr12-9-self-colour-din-91-1150m390050,M3 X 50 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (150),200,3000,7318156890,5050420918886,0.1280,0.1280,0.0711,0.0639,0.0568,0.0711
hardware_screw_socket_cap_m3_black_60_mm_length_hex_head,,1150M390060,orbital_fasteners,200,,,,,,,,,,,,https://www.harclob2b.com/m3-x-60-socket-cap-screw-gr12-9-self-colour-din-91-1150m390060,M3 X 60 SOCKET CAP SCREW GR12.9 SELF COLOUR DIN 912 (195),200,1000,7318156890,5050420918909,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_nut_m3,1771000,Z0322M39,orbital_fasteners,1000,250,79.66666667,125,0.318666667,3.186666667,0.0016,0.0016,0.0016,0.0016,0.0016,https://www.orbitalfasteners.co.uk/products/m3-mild-steel-hexagon-full-nuts-bright-zinc-plated,https://www.harclob2b.com/m3-din934-gr-8-din267-full-nut-zinc-plated-boxed-z0322m39,M3 DIN934 (GR.8 DIN267) FULL NUT ZINC PLATED BOXED,2000,64000,7318169290,5050420017503,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
hardware_washer_m3,1711000,0412T39,orbital_fasteners,1000,,,,,,0.0022,0.0022,0.0022,0.0022,0.0018,https://www.orbitalfasteners.co.uk/products/m3-mild-steel-form-a-flat-washer-bright-zinc-plated-din-125-1a-3-2x7x05mm-,https://www.harclob2b.com/3mm-bright-plain-washer-form-a-self-colour-din-125-0412t39,3MM BRIGHT PLAIN WASHER FORM A SELF COLOUR DIN 125A,1000,36000,7318220098,5050420105958,0.0022,0.0022,0.0022,0.0022,0.0018,0.0022
hardware_washer_m3_penny,1731000,,orbital_fasteners,100,,,,,,0.0105,0.0105,0.0105,0.0105,0.0084,https://www.orbitalfasteners.co.uk/products/m3-x-12-x-0-8mm-penny-mudguard-repair-washer-mild-steel-bright-zinc-plated-din-9021,,,,,,,0.0105,0.0105,0.0105,0.0105,0.0084,0.0105
